Query,AutocompletePacketSize,NumSearchResults
becomi,366,0
becomin,367,0
becoming,368,2530000000
p,288,0
pr,333,0
pre,363,0
prep,316,0
prepa,300,0
prepar,350,0
prepare,336,0
prepares,316,3570000000
p,288,0
pr,333,0
pre,363,0
prep,316,0
prepa,327,0
prepar,320,0
prepare,336,0
prepared,347,5410000000
p,288,0
po,200,0
pow,304,0
powe,305,0
power,306,0
poweri,298,0
powerin,316,0
powering,329,209000000
f,300,0
fr,303,0
fre,322,0
free,308,0
freei,317,0
freein,339,0
freeing,353,0
freeings,384,104000000
s,310,0
st,306,0
sta,320,0
stat,338,0
stati,304,0
statio,321,0
station,322,0
stations,326,3220000000
f,300,0
fr,303,0
fre,322,0
fres,318,0
fresh,311,0
freshe,287,0
freshes,330,0
freshest,376,215000000
b,298,0
be,275,0
bed,325,0
bedd,308,0
beddi,303,0
beddin,306,0
bedding,307,0
beddings,296,348000000
f,300,0
fr,303,0
fro,309,0
fron,360,0
front,391,0
fronti,385,0
frontin,320,0
fronting,337,17600000
f,300,0
fu,255,0
fuc,166,0
fuck,11,0
fucki,12,0
fuckin,13,0
fucking,14,0
fuckings,15,587000000
p,288,0
po,275,0
pol,286,0
poli,319,0
polic,335,0
polici,334,0
policin,314,0
policing,315,448000000
f,300,0
fu,255,0
fun,278,0
funn,312,0
funni,364,0
funnie,365,0
funnies,377,0
funniest,378,184000000
p,288,0
po,204,0
poi,299,0
poin,327,0
point,315,0
pointe,312,0
pointer,317,0
pointers,335,282000000
p,288,0
po,204,0
poi,299,0
poin,327,0
point,315,0
pointi,331,0
pointin,341,0
pointing,342,1280000000
c,257,0
ca,298,0
cat,319,0
catc,310,0
catch,311,0
catche,341,0
catcher,342,0
catchers,309,163000000
p,288,0
po,271,0
poc,265,0
pock,295,0
pocke,310,0
pocket,311,0
pockete,291,0
pocketed,302,11500000
g,299,0
ga,270,0
gar,270,0
gard,320,0
garde,304,0
garden,307,0
gardene,349,0
gardened,312,900000
s,310,0
st,290,0
sta,320,0
star,301,0
start,300,0
starte,311,0
starter,326,0
starters,334,1290000000
c,257,0
ce,297,0
cei,326,0
ceil,359,0
ceili,390,0
ceilin,391,0
ceiling,362,0
ceilings,376,765000000
g,299,0
ga,270,0
gat,282,0
gath,324,0
gathe,335,0
gather,336,0
gathere,311,0
gathered,309,1840000000
s,243,0
st,290,0
sta,320,0
star,301,0
start,300,0
starti,338,0
startin,343,0
starting,344,4250000000
c,196,0
ce,297,0
cen,253,0
cent,319,0
cente,366,0
center,422,0
centere,327,0
centered,312,923000000
p,288,0
pl,317,0
pla,340,0
plat,302,0
plati,351,0
platin,376,0
plating,311,0
platings,443,198000000
p,288,0
pl,317,0
pla,340,0
plas,336,0
plast,340,0
plasti,338,0
plastic,342,0
plastics,340,1750000000
p,288,0
pl,317,0
pla,340,0
plan,326,0
plann,366,0
planni,384,0
plannin,385,0
planning,386,2570000000
p,288,0
pi,276,0
pic,201,0
pict,313,0
pictu,316,0
pictur,317,0
picture,318,0
pictured,364,268000000
p,288,0
pi,276,0
pic,201,0
pict,313,0
pictu,316,0
pictur,317,0
picture,318,0
pictures,331,11580000000
p,288,0
pi,276,0
pic,266,0
pick,299,0
picki,297,0
pickin,319,0
picking,317,0
pickings,297,9000000
g,299,0
gl,284,0
gla,324,0
glan,288,0
glanc,297,0
glanci,304,0
glancin,305,0
glancing,306,704000000
y,290,0
yo,301,0
you,302,0
your,279,0
yours,323,0
yourse,332,0
yoursel,333,0
yourself,326,2970000000
c,257,0
ch,293,0
cha,291,0
chan,306,0
chanc,308,0
chanci,249,0
chancin,304,0
chancing,311,1910000
p,288,0
pe,286,0
per,333,0
perf,305,0
perfe,342,0
perfec,343,0
perfect,344,0
perfects,305,8050000
c,257,0
ch,293,0
cha,291,0
chan,306,0
chang,321,0
changi,350,0
changin,354,0
changing,355,12480000000
p,288,0
pe,286,0
peo,296,0
peop,318,0
peopl,319,0
peopli,292,0
peoplin,322,0
peopling,327,8390000
p,288,0
pa,268,0
par,319,0
part,331,0
party,312,0
partyi,300,0
partyin,304,0
partying,305,98800000
p,288,0
pa,268,0
par,319,0
part,331,0
parti,321,0
partin,312,0
parting,316,0
partings,332,1470000
p,288,0
pa,264,0
par,319,0
pare,303,0
paren,304,0
parent,305,0
parente,377,0
parented,310,2540000
g,299,0
gr,309,0
gra,346,0
grab,281,0
grabb,285,0
grabbi,268,0
grabbin,283,0
grabbing,284,797000000
g,299,0
gr,309,0
gra,346,0
grab,281,0
grabb,285,0
grabbe,314,0
grabber,312,0
grabbers,303,47300000
c,257,0
ch,293,0
cha,291,0
chan,306,0
chang,321,0
change,343,0
changer,303,0
changers,301,65800000
c,257,0
ch,293,0
che,295,0
chec,320,0
check,321,0
checki,367,0
checkin,380,0
checking,385,2170000000
s,310,0
st,290,0
sta,320,0
star,274,0
starr,321,0
starri,311,0
starrin,324,0
starring,325,444000000
b,298,0
be,275,0
bed,325,0
bedr,319,0
bedro,320,0
bedroo,343,0
bedroom,344,0
bedrooms,310,707000000
c,257,0
ch,293,0
che,295,0
chec,320,0
check,321,0
checke,308,0
checker,339,0
checkers,322,589000000
p,288,0
pa,264,0
pai,295,0
pair,324,0
pairi,346,0
pairin,337,0
pairing,331,0
pairings,308,364000000
o,293,0
ou,315,0
out,331,0
outs,309,0
outsi,345,0
outsid,346,0
outside,347,0
outsides,335,5100000
g,299,0
gr,309,0
gre,334,0
grea,324,0
great,345,0
greate,369,0
greates,418,0
greatest,421,2220000000
c,261,0
ch,305,0
che,295,0
chee,312,0
cheek,290,0
cheeki,303,0
cheekin,290,0
cheeking,320,363000
g,311,0
gr,309,0
gre,334,0
gree,292,0
green,299,0
greeni,350,0
greenin,329,0
greening,335,69300000
g,311,0
gr,309,0
gre,334,0
gree,295,0
green,299,0
greene,358,0
greenes,306,0
greenest,344,14100000
a,303,0
an,299,0
any,291,0
anyt,360,0
anyth,380,0
anythi,381,0
anythin,382,0
anything,410,4690000000
o,293,0
op,295,0
ope,320,0
open,340,0
openi,327,0
openin,344,0
opening,349,0
openings,387,4400000000
g,311,0
gu,281,0
gua,346,0
guar,416,0
guard,430,0
guardi,435,0
guardin,313,0
guarding,324,195000000
o,293,0
of,324,0
off,325,0
offi,324,0
offic,325,0
office,326,0
officer,330,0
officers,349,2200000000
g,311,0
gu,281,0
gue,288,0
gues,306,0
guess,307,0
guessi,321,0
guessin,322,0
guessing,323,194000000
c,261,0
ch,305,0
chi,303,0
chil,378,0
child,390,0
childr,378,0
childre,379,0
children,380,6820000000
a,303,0
an,299,0
any,291,0
anyw,321,0
anywh,345,0
anywhe,360,0
anywher,361,0
anywhere,362,1370000000
n,287,0
nu,280,0
num,305,0
numb,317,0
numbe,351,0
number,322,0
numbere,338,0
numbered,342,608000000
c,261,0
ch,305,0
cho,330,0
choi,346,0
choic,349,0
choice,350,0
choices,345,0
choicest,302,8760000
n,287,0
no,298,0
not,309,0
noti,322,0
notic,331,0
notice,323,0
noticer,311,0
noticers,346,44600
n,287,0
no,298,0
not,333,0
noti,322,0
notic,331,0
notici,375,0
noticin,359,0
noticing,360,176000000
h,293,0
ha,287,0
hal,308,0
hall,304,0
hallw,295,0
hallwa,343,0
hallway,344,0
hallways,295,243000000
n,287,0
no,298,0
not,309,0
noth,369,0
nothi,370,0
nothin,371,0
nothing,372,0
nothings,434,3560000000
h,293,0
ha,287,0
han,328,0
hang,309,0
hangi,337,0
hangin,338,0
hanging,339,0
hangings,374,41900000
n,287,0
no,298,0
nob,283,0
nobo,326,0
nobod,336,0
nobodi,300,0
nobodie,317,0
nobodies,320,3720000
a,303,0
ad,290,0
adm,329,0
admi,335,0
admit,317,0
admitt,336,0
admitte,349,0
admitted,350,1280000000
c,261,0
ch,305,0
cho,330,0
choo,315,0
choos,337,0
choosi,350,0
choosin,351,0
choosing,352,6310000000
c,261,0
ch,305,0
cho,330,0
choo,315,0
choos,337,0
choose,346,0
chooser,299,0
choosers,367,2210000
h,293,0
ha,287,0
hap,327,0
happ,328,0
happe,312,0
happen,313,0
happene,306,0
happened,309,9410000000
n,287,0
ne,295,0
nec,291,0
neck,287,0
necki,305,0
neckin,312,0
necking,328,0
neckings,219,24300
h,293,0
ha,287,0
hap,327,0
happ,352,0
happi,323,0
happie,340,0
happies,351,0
happiest,352,282000000
n,287,0
na,288,0
nar,302,0
narr,348,0
narro,356,0
narrow,357,0
narrowe,326,0
narrowed,313,217000000
n,287,0
na,288,0
nar,302,0
narr,348,0
narro,356,0
narrow,357,0
narrowe,326,0
narrower,343,172000000
s,310,0
sp,312,0
spo,309,0
spot,337,0
spott,368,0
spotti,400,0
spottin,401,0
spotting,402,447000000
c,261,0
ch,305,0
chu,298,0
chur,322,0
churc,331,0
church,332,0
churche,335,0
churches,336,1340000000
m,283,0
mo,313,0
mou,308,0
mout,291,0
mouth,292,0
mouthi,298,0
mouthin,299,0
mouthing,305,10700000
t,272,0
tr,315,0
tra,324,0
trav,305,0
trave,328,0
travel,338,0
travele,384,0
traveled,368,1220000000
m,283,0
mo,313,0
mot,305,0
moth,324,0
mothe,341,0
mother,338,0
mothere,318,0
mothered,323,975000
a,303,0
ac,269,0
acc,313,0
acce,321,0
accep,317,0
accept,318,0
accepte,314,0
accepted,316,7560000000
m,283,0
mo,313,0
mor,306,0
morn,316,0
morni,317,0
mornin,318,0
morning,319,0
mornings,376,3480000000
m,283,0
mi,316,0
mir,324,0
mirr,310,0
mirro,299,0
mirror,315,0
mirrore,331,0
mirrored,332,229000000
h,293,0
he,271,0
hea,308,0
head,307,0
headi,346,0
headin,353,0
heading,354,0
headings,336,1710000000
s,310,0
sp,312,0
spi,303,0
spir,334,0
spiri,305,0
spirit,306,0
spirite,323,0
spirited,324,140000000
h,293,0
he,271,0
hea,308,0
hear,320,0
heari,338,0
hearin,339,0
hearing,340,0
hearings,343,1290000000
h,293,0
he,271,0
hea,308,0
heat,287,0
heati,363,0
heatin,364,0
heating,365,0
heatings,319,401000
c,261,0
ci,301,0
cir,316,0
circ,339,0
circl,328,0
circli,323,0
circlin,325,0
circling,326,81600000
m,283,0
me,285,0
mes,286,0
mess,295,0
messa,296,0
messag,327,0
message,325,0
messaged,341,24900000
m,283,0
me,285,0
mes,286,0
mess,295,0
messa,296,0
messag,327,0
message,325,0
messages,349,5920000000
h,293,0
he,271,0
hea,308,0
heav,332,0
heavi,344,0
heavie,367,0
heavies,383,0
heaviest,384,397000000
w,284,0
wo,290,0
wou,356,0
woul,435,0
would,406,0
wouldn,444,0
wouldn-,420,0
wouldn-t,421,739000000
s,310,0
sp,312,0
spi,307,0
spin,305,0
spinn,315,0
spinne,321,0
spinner,322,0
spinners,342,193000000
m,279,0
me,285,0
men,294,0
ment,317,0
menti,315,0
mentio,307,0
mention,308,0
mentions,338,3500000000
h,297,0
he,271,0
hel,294,0
help,321,0
helpi,357,0
helpin,388,0
helping,389,0
helpings,302,4550000
c,265,0
cl,287,0
cle,310,0
clea,321,0
clean,316,0
cleane,326,0
cleanes,380,0
cleanest,381,77200000
m,279,0
me,285,0
mem,313,0
memo,317,0
memor,333,0
memori,350,0
memorie,342,0
memories,343,585000000
m,279,0
me,285,0
mee,302,0
meet,315,0
meeti,371,0
meetin,372,0
meeting,373,0
meetings,348,2850000000
m,279,0
me,285,0
mea,288,0
mean,316,0
meani,370,0
meanin,344,0
meaning,372,0
meanings,328,13340000000
a,303,0
ap,310,0
app,301,0
appe,295,0
appea,342,0
appear,342,0
appeare,331,0
appeared,327,3250000000
m,279,0
ma,295,0
mat,284,0
matt,298,0
matte,329,0
matter,339,0
mattere,326,0
mattered,291,53700000
m,279,0
ma,295,0
mar,309,0
marr,369,0
marri,386,0
marrie,429,0
married,430,0
marrieds,303,782000
m,279,0
ma,295,0
mar,309,0
marr,369,0
marry,337,0
marryi,383,0
marryin,384,0
marrying,385,835000000
y,284,0
ye,284,0
yel,340,0
yell,367,0
yello,368,0
yellow,369,0
yellowe,306,0
yellowed,291,6900000
m,279,0
ma,295,0
mar,309,0
mark,318,0
marki,370,0
markin,297,0
marking,346,0
markings,362,839000000
m,279,0
ma,295,0
man,304,0
mana,309,0
manag,327,0
managi,364,0
managin,365,0
managing,366,7630000000
c,265,0
cl,287,0
cle,310,0
clea,321,0
clean,316,0
cleane,326,0
cleaner,320,0
cleaners,336,582000000
h,297,0
ho,291,0
hol,306,0
hold,291,0
holdi,372,0
holdin,373,0
holding,374,0
holdings,308,5110000000
m,279,0
ma,295,0
mac,291,0
mach,298,0
machi,316,0
machin,334,0
machine,337,0
machined,299,131000000
m,279,0
ma,295,0
mac,291,0
mach,298,0
machi,316,0
machin,334,0
machine,337,0
machines,349,3580000000
l,288,0
lu,301,0
lun,323,0
lunc,291,0
lunch,292,0
lunchi,265,0
lunchin,299,0
lunching,323,7500000
l,288,0
lu,298,0
luc,310,0
luck,290,0
lucki,347,0
luckie,383,0
luckies,384,0
luckiest,401,32000000
l,288,0
lo,277,0
low,308,0
lowe,309,0
lower,344,0
loweri,424,0
lowerin,425,0
lowering,426,632000000
l,288,0
lo,277,0
lon,314,0
long,328,0
longi,340,0
longin,350,0
longing,328,0
longings,303,5640000
c,265,0
cl,287,0
cle,310,0
clea,321,0
clear,318,0
cleare,282,0
cleares,370,0
clearest,375,56800000
l,288,0
lo,277,0
loc,316,0
lock,335,0
locki,339,0
lockin,340,0
locking,341,0
lockings,326,258000
l,288,0
li,295,0
lit,314,0
litt,309,0
littl,324,0
little,325,0
littles,311,0
littlest,370,25000000
l,288,0
li,295,0
lis,329,0
list,335,0
liste,349,0
listen,316,0
listene,380,0
listened,329,2820000000
h,297,0
ho,291,0
hou,330,0
hous,342,0
housi,369,0
housin,370,0
housing,371,0
housings,303,27100000
l,288,0
li,295,0
lig,301,0
ligh,311,0
light,312,0
lighte,325,0
lightes,362,0
lightest,363,121000000
l,288,0
li,295,0
lig,301,0
ligh,311,0
light,312,0
lighte,325,0
lighter,336,0
lighters,310,555000000
h,297,0
hu,289,0
hun,346,0
hund,334,0
hundr,350,0
hundre,351,0
hundred,352,0
hundreds,353,2060000000
h,297,0
hu,289,0
hur,300,0
hurr,336,0
hurry,294,0
hurryi,290,0
hurryin,291,0
hurrying,296,251000000
b,298,0
be,275,0
bel,320,0
beli,298,0
belie,320,0
believ,369,0
believe,343,0
believes,310,2710000000
s,310,0
sp,312,0
spe,358,0
spen,344,0
spend,321,0
spende,301,0
spender,347,0
spenders,331,47400000
b,298,0
be,275,0
bel,320,0
beli,298,0
belie,320,0
believ,342,0
believe,370,0
believed,372,949000000
h,297,0
hu,289,0
hus,297,0
husb,330,0
husba,331,0
husban,332,0
husband,333,0
husbands,369,1890000000
l,288,0
le,290,0
let,325,0
lett,329,0
lette,340,0
letter,341,0
lettere,287,0
lettered,315,21800000
l,288,0
le,290,0
let,325,0
lett,329,0
letti,340,0
lettin,353,0
letting,354,0
lettings,292,27700000
l,288,0
le,290,0
lea,301,0
lear,329,0
learn,330,0
learni,357,0
learnin,358,0
learning,359,3260000000
l,288,0
le,290,0
lea,301,0
lead,349,0
leadi,377,0
leadin,378,0
leading,379,0
leadings,313,872000
i,296,0
ig,281,0
ign,294,0
igno,306,0
ignor,301,0
ignori,312,0
ignorin,313,0
ignoring,314,1020000000
l,288,0
la,287,0
lau,335,0
laug,315,0
laugh,316,0
laughi,336,0
laughin,337,0
laughing,338,383000000
i,296,0
ig,281,0
ign,294,0
igno,306,0
ignor,301,0
ignore,282,0
ignorer,276,0
ignorers,403,21800
i,296,0
im,327,0
ima,276,0
imag,299,0
imagi,325,0
imagin,326,0
imagine,326,0
imagines,288,1120000000
y,284,0
ye,284,0
yel,340,0
yell,367,0
yello,368,0
yellow,369,0
yellowe,306,0
yellower,323,674000
i,312,0
im,327,0
ima,280,0
imag,303,0
imagi,325,0
imagin,356,0
imagine,324,0
imagined,361,544000000
c,265,0
cl,287,0
cli,298,0
clim,314,0
climb,335,0
climbe,320,0
climber,330,0
climbers,312,435000000
c,265,0
cl,287,0
clo,310,0
clos,318,0
closi,375,0
closin,376,0
closing,377,0
closings,396,1140000000
s,310,0
sp,312,0
spe,358,0
spec,395,0
speci,361,0
specia,392,0
special,393,0
specials,346,7370000000
s,310,0
sp,312,0
spe,358,0
spea,290,0
speak,320,0
speake,336,0
speaker,374,0
speakers,348,1490000000
c,265,0
cl,287,0
clo,310,0
clou,304,0
cloud,325,0
cloudi,283,0
cloudin,322,0
clouding,392,9960000
s,310,0
sp,312,0
spe,358,0
spea,290,0
speak,320,0
speaki,378,0
speakin,379,0
speaking,380,4650000000
s,310,0
sp,312,0
spa,308,0
spac,317,0
spaci,338,0
spacin,361,0
spacing,362,0
spacings,319,11400000
l,288,0
la,287,0
lan,309,0
land,338,0
landi,326,0
landin,348,0
landing,351,0
landings,336,926000000
k,251,0
kn,315,0
kno,333,0
know,318,0
knowi,299,0
knowin,322,0
knowing,323,0
knowings,319,363000
s,310,0
so,287,0
sou,345,0
sout,368,0
south,369,0
southe,408,0
southes,378,0
southest,371,744000000
j,296,0
ja,314,0
jac,324,0
jack,322,0
jacke,313,0
jacket,325,0
jackete,288,0
jacketed,297,9830000
k,251,0
ki,286,0
kit,266,0
kitc,310,0
kitch,320,0
kitche,321,0
kitchen,322,0
kitchens,334,1430000000
k,251,0
ki,286,0
kis,289,0
kiss,308,0
kissi,331,0
kissin,319,0
kissing,320,0
kissings,351,1150000000
k,251,0
ki,286,0
kil,361,0
kill,333,0
killi,364,0
killin,359,0
killing,360,0
killings,365,157000000
k,251,0
ke,310,0
kee,325,0
keep,340,0
keepi,423,0
keepin,424,0
keeping,425,0
keepings,318,254000
d,294,0
dr,311,0
dre,297,0
dres,302,0
dress,293,0
dresse,354,0
dresses,362,2340000000
b,332,0
bi,283,0
big,296,0
bigg,329,0
bigge,374,0
bigges,415,0
biggest,416,3870000000
c,265,0
ca,310,0
car,302,0
care,298,0
caref,330,0
carefu,336,0
careful,343,2310000000
s,310,0
sh,285,0
shi,218,0
shir,309,0
shirt,296,0
shirte,303,0
shirted,319,1260000
w,284,0
wa,302,0
war,243,0
warm,308,0
warme,332,0
warmer,291,0
warmers,307,383000000
s,310,0
sh,285,0
shi,289,0
ship,303,0
shipp,391,0
shippe,378,0
shipped,311,2500000000
b,298,0
bi,283,0
bir,305,0
bird,280,0
birdi,307,0
birdin,286,0
birding,287,103000000
c,265,0
ca,310,0
car,302,0
carr,328,0
carri,322,0
carrie,333,0
carries,323,519000000
s,310,0
sh,285,0
she,288,0
shee,274,0
sheet,315,0
sheete,275,0
sheeted,279,3620000
w,284,0
wa,302,0
war,243,0
warm,308,0
warmi,307,0
warmin,309,0
warming,290,525000000
c,265,0
ca,310,0
car,302,0
carr,328,0
carri,322,0
carrie,333,0
carried,369,5380000000
d,294,0
dr,311,0
dri,311,0
driv,357,0
drive,354,0
driver,364,0
drivers,387,1910000000
c,265,0
ca,310,0
cas,339,0
casi,288,0
casin,299,0
casing,276,0
casings,345,227000000
s,310,0
sh,285,0
sha,303,0
shar,297,0
share,309,0
sharer,256,0
sharers,283,25100000
s,310,0
sh,285,0
sha,303,0
shar,297,0
shari,290,0
sharin,343,0
sharing,344,11400000000
s,344,0
st,306,0
ste,291,0
step,347,0
stepp,319,0
steppe,317,0
stepped,309,525000000
d,294,0
dr,311,0
dro,318,0
drop,293,0
dropp,304,0
droppe,319,0
dropped,325,1560000000
s,310,0
sh,285,0
sha,303,0
shap,298,0
shape,312,0
shaper,314,0
shapers,285,64400000
s,310,0
sh,285,0
sha,303,0
shap,298,0
shapi,346,0
shapin,357,0
shaping,358,612000000
s,310,0
sh,285,0
sha,303,0
shak,340,0
shake,325,0
shaker,333,0
shakers,295,231000000
s,310,0
sh,285,0
sha,303,0
shak,340,0
shaki,346,0
shakin,357,0
shaking,358,564000000
s,310,0
sh,285,0
sha,303,0
shad,345,0
shado,340,0
shadow,341,0
shadows,333,1150000000
s,310,0
se,283,0
sev,333,0
seve,333,0
sever,316,0
severa,390,0
several,318,7380000000
t,273,0
to,296,0
ton,310,0
tong,292,0
tongu,329,0
tongue,330,0
tongued,290,11800000
s,310,0
st,306,0
sta,320,0
stay,319,0
stayi,359,0
stayin,360,0
staying,368,1490000000
s,310,0
se,287,0
set,297,0
sett,272,0
settl,315,0
settle,318,0
settles,296,559000000
s,310,0
se,287,0
set,297,0
sett,272,0
settl,315,0
settle,318,0
settled,303,1630000000
d,294,0
du,288,0
dus,282,0
dust,295,0
dusti,314,0
dustin,315,0
dusting,287,116000000
t,273,0
to,296,0
ton,310,0
tong,292,0
tongu,329,0
tongue,330,0
tongues,306,544000000
c,265,0
ca,310,0
cat,320,0
catt,281,0
catti,251,0
cattin,270,0
catting,290,3210000
c,265,0
ca,310,0
cat,320,0
catc,310,0
catch,311,0
catche,345,0
catches,325,1360000000
e,269,0
ea,270,0
ear,318,0
earl,363,0
earli,390,0
earlie,391,0
earlier,321,2900000000
w,284,0
wa,304,0
war,317,0
warm,308,0
warme,332,0
warmes,357,0
warmest,358,296000000
e,269,0
ea,270,0
ear,318,0
eart,315,0
earth,316,0
earthe,315,0
earthed,302,6410000
w,284,0
wa,303,0
war,317,0
warr,330,0
warri,344,0
warrin,328,0
warring,329,43800000
w,284,0
wa,304,0
wan,288,0
want,300,0
wante,317,0
wanter,274,0
wanters,359,219000
s,310,0
se,283,0
ser,300,0
seri,295,0
serio,306,0
seriou,307,0
serious,308,1900000000
e,269,0
ea,270,0
eas,309,0
east,319,0
easte,390,0
eastes,278,0
eastest,368,369000
s,310,0
se,287,0
sen,278,0
sens,379,0
sensi,337,0
sensin,331,0
sensing,332,1240000000
s,310,0
se,287,0
sen,278,0
send,323,0
sende,310,0
sender,311,0
senders,330,343000000
e,269,0
ea,270,0
eas,309,0
easi,327,0
easie,354,0
easies,376,0
easiest,377,1060000000
s,310,0
se,287,0
sen,278,0
send,323,0
sendi,306,0
sendin,346,0
sending,379,1490000000
s,310,0
se,287,0
sel,328,0
sell,336,0
selle,367,0
seller,359,0
sellers,352,814000000
s,310,0
se,287,0
sel,328,0
sell,336,0
selli,363,0
sellin,364,0
selling,365,6730000000
s,310,0
se,287,0
see,292,0
seem,273,0
seemi,324,0
seemin,321,0
seeming,341,518000000
s,310,0
se,283,0
see,292,0
seei,333,0
seein,334,0
seeing,335,0
seeings,282,410000
t,273,0
ti,278,0
tin,262,0
tini,271,0
tinie,296,0
tinies,323,0
tiniest,352,45900000
s,310,0
se,287,0
sec,302,0
seco,364,0
secon,365,0
second,366,0
seconds,353,1080000000
c,265,0
ca,310,0
cau,295,0
caus,303,0
causi,287,0
causin,287,0
causing,335,4780000000
e,269,0
ed,286,0
edg,225,0
edgi,275,0
edgin,298,0
edging,321,0
edgings,358,147000000
s,310,0
st,306,0
sta,244,0
stat,338,0
stati,304,0
statin,351,0
stating,309,533000000
t,273,0
ti,278,0
tim,307,0
timi,319,0
timin,363,0
timing,364,0
timings,330,1130000000
e,269,0
ef,282,0
eff,301,0
effo,331,0
effor,332,0
effort,333,0
efforts,322,3000000000
c,265,0
ca,310,0
cau,295,0
caus,303,0
cause,353,0
causer,297,0
causers,379,1150000
s,310,0
sc,297,0
scr,281,0
scre,325,0
scree,368,0
screen,369,0
screens,393,2950000000
b,298,0
bl,266,0
bla,306,0
blac,320,0
black,321,0
blacke,396,0
blacker,324,15300000
s,310,0
sc,297,0
scr,281,0
scre,325,0
screa,312,0
scream,340,0
screams,332,475000000
c,265,0
ce,297,0
cen,330,0
cent,341,0
cente,379,0
center,387,0
centers,418,7550000000
w,284,0
wa,303,0
wan,288,0
want,300,0
wanti,304,0
wantin,311,0
wanting,325,681000000
w,284,0
wa,304,0
wal,313,0
wall,296,0
walli,328,0
wallin,367,0
walling,368,20900000
w,284,0
wa,303,0
wal,343,0
walk,338,0
walke,328,0
walker,329,0
walkers,352,870000000
c,265,0
ce,297,0
cer,295,0
cert,322,0
certa,345,0
certai,358,0
certain,359,7250000000
e,269,0
em,283,0
emp,306,0
empt,333,0
empti,293,0
emptie,292,0
emptied,320,170000000
e,269,0
em,283,0
emp,306,0
empt,333,0
empti,293,0
emptie,292,0
empties,313,27700000
e,269,0
em,283,0
emp,306,0
empt,333,0
empti,293,0
emptie,292,0
emptier,313,2010000
e,269,0
en,334,0
end,348,0
endi,286,0
endin,389,0
ending,390,0
endings,335,1740000000
s,310,0
st,306,0
sta,320,0
star,274,0
start,307,0
starte,315,0
started,356,5570000000
s,310,0
sc,297,0
sch,312,0
scho,324,0
schoo,350,0
school,375,0
schools,344,5790000000
s,310,0
sc,297,0
sca,299,0
scar,315,0
scare,289,0
scarer,272,0
scarers,332,953000
s,310,0
sc,297,0
sca,299,0
scar,315,0
scari,376,0
scarin,301,0
scaring,320,221000000
s,310,0
sa,301,0
say,304,0
sayi,336,0
sayin,346,0
saying,347,0
sayings,348,2810000000
e,269,0
en,334,0
eng,392,0
engi,358,0
engin,359,0
engine,360,0
engines,336,1670000000
s,310,0
sa,301,0
sav,317,0
savi,360,0
savin,366,0
saving,367,0
savings,388,1970000000
s,310,0
sa,301,0
san,317,0
sand,325,0
sandi,327,0
sandin,317,0
sanding,312,188000000
e,269,0
en,348,0
enj,308,0
enjo,299,0
enjoy,312,0
enjoye,272,0
enjoyed,291,2790000000
s,310,0
st,306,0
sta,320,0
star,278,0
stare,314,0
starer,318,0
starers,291,92500
s,310,0
sa,301,0
sad,290,0
sadd,312,0
sadde,328,0
saddes,351,0
saddest,352,64900000
s,310,0
st,306,0
sta,320,0
star,278,0
stari,311,0
starin,340,0
staring,353,748000000
e,269,0
en,348,0
eno,294,0
enou,329,0
enoug,330,0
enough,331,0
enoughs,314,498000
r,289,0
ru,276,0
rus,325,0
rush,287,0
rushi,338,0
rushin,350,0
rushing,351,255000000
b,298,0
ba,334,0
bag,274,0
bagg,304,0
baggi,292,0
baggin,319,0
bagging,331,107000000
r,289,0
ru,276,0
run,266,0
runn,322,0
runne,330,0
runner,331,0
runners,327,552000000
e,269,0
en,348,0
ent,338,0
ente,364,0
enter,365,0
entere,307,0
entered,334,6090000000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chanc,302,0
chance,320,0
chances,427,3540000000
e,269,0
en,348,0
ent,338,0
enti,301,0
entir,317,0
entire,315,0
entires,345,876000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chanc,302,0
chance,320,0
chancer,306,3930000
r,289,0
ru,276,0
rub,304,0
rubb,318,0
rubbi,331,0
rubbin,357,0
rubbing,363,431000000
r,289,0
ro,272,0
row,314,0
rowi,358,0
rowin,359,0
rowing,370,0
rowings,374,183000000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chanc,302,0
chance,320,0
chanced,287,40400000
r,289,0
ro,272,0
rou,305,0
roun,342,0
round,343,0
rounde,325,0
rounded,346,419000000
s,310,0
st,306,0
sta,354,0
star,278,0
starr,314,0
starre,328,0
starred,314,319000000
r,289,0
ro,272,0
roo,286,0
room,320,0
roomi,320,0
roomin,332,0
rooming,359,20200000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chang,343,0
change,355,0
changed,317,3390000000
c,265,0
ch,309,0
cha,291,0
chan,306,0
chang,343,0
change,355,0
changes,344,10850000000
b,298,0
bl,266,0
blo,290,0
bloc,292,0
block,293,0
blocke,271,0
blocked,357,1590000000
a,303,0
an,301,0
ang,308,0
angr,301,0
angri,268,0
angrie,325,0
angrier,302,7950000
e,269,0
ex,312,0
exa,287,0
exac,301,0
exact,316,0
exactl,317,0
exactly,318,2540000000
e,269,0
ex,312,0
exc,287,0
exce,326,0
excep,334,0
except,335,0
excepts,319,2540000
c,265,0
ch,309,0
che,298,0
chec,311,0
check,312,0
checke,308,0
checked,344,2190000000
e,269,0
ex,312,0
exc,287,0
exci,318,0
excit,348,0
