,from,to,percentage
3916,findin,finding,1.0
3917,finding,findings,1.0
3918,findings,findings,1.0
3919,finde,finder,1.0
3920,finder,finders,1.0
3921,finders,finders,1.0
3922,fini,finis,1.0
3923,finis,finish,1.0
3924,finish,finishe,1.0
3925,finishe,finishes,0.425
3926,finishe,finished,0.575
3927,finishes,finishes,1.0
3928,finished,finished,1.0
3929,fina,final,1.0
3930,final,finall,1.0
3931,finall,finally,1.0
3932,finally,finally,1.0
3933,fil,fill,1.0
3934,fill,filli,1.0
3935,filli,fillin,1.0
3936,fillin,filling,1.0
3937,filling,fillings,1.0
3938,fillings,fillings,1.0
3939,fit,fitt,1.0
3940,fitt,fitti,0.82538168
3941,fitt,fitte,0.17461832
3942,fitti,fittin,1.0
3943,fittin,fitting,1.0
3944,fitting,fittings,1.0
3945,fittings,fittings,1.0
3946,fitte,fittes,0.27413479
3947,fitte,fitter,0.72586521
3948,fittes,fittest,1.0
3949,fittest,fittest,1.0
3950,fitter,fitters,1.0
3951,fitters,fitters,1.0
3952,fir,firi,1.0
3953,firi,firin,1.0
3954,firin,firing,1.0
3955,firing,firings,1.0
3956,firings,firings,1.0
3957,fis,fish,1.0
3958,fish,fishi,1.0
3959,fishi,fishin,1.0
3960,fishin,fishing,1.0
3961,fishing,fishing,1.0
3962,fix,fixi,1.0
3963,fixi,fixin,1.0
3964,fixin,fixing,1.0
3965,fixing,fixings,1.0
3966,fixings,fixings,1.0
3967,fl,fla,0.35433557
3968,fl,fli,0.24713205
3969,fl,flo,0.39853238
3970,fla,flas,0.92416631
3971,fla,flat,0.07583369
3972,flas,flash,1.0
3973,flash,flashi,0.00285737
3974,flash,flashe,0.99714263
3975,flashi,flashin,1.0
3976,flashin,flashing,1.0
3977,flashing,flashings,1.0
3978,flashings,flashings,1.0
3979,flashe,flashed,0.25417076
3980,flashe,flashes,0.74582924
3981,flashed,flashed,1.0
3982,flashes,flashes,1.0
3983,flat,flatt,1.0
3984,flatt,flatte,0.97388349
3985,flatt,flatti,0.02611651
3986,flatte,flattes,0.03000061
3987,flatte,flatter,0.96124411
3988,flatte,flatted,0.00875528
3989,flattes,flattest,1.0
3990,flattest,flattest,1.0
3991,flatter,flatter,1.0
3992,flatted,flatted,1.0
3993,flatti,flattin,1.0
3994,flattin,flatting,1.0
3995,flatting,flatting,1.0
3996,fli,flig,1.0
3997,flig,fligh,1.0
3998,fligh,flight,1.0
3999,flight,flighti,0.0007326
4000,flight,flighte,0.00085578
4001,flight,flights,0.99841162
4002,flighti,flightin,1.0
4003,flightin,flighting,1.0
4004,flighting,flighting,1.0
4005,flighte,flighted,1.0
4006,flighted,flighted,1.0
4007,flights,flights,1.0
4008,flo,flow,1.0
4009,flow,flowe,1.0
4010,flowe,flower,1.0
4011,flower,floweri,0.17086114
4012,flower,flowere,0.01302565
4013,flower,flowers,0.81611321
4014,floweri,flowerin,1.0
4015,flowerin,flowering,1.0
4016,flowering,flowering,1.0
4017,flowere,flowered,1.0
4018,flowered,flowered,1.0
4019,flowers,flowers,1.0
4020,fo,for,0.56517535
4021,fo,fol,0.43024422
4022,fo,foo,0.00458043
4023,for,fore,0.25131791
4024,for,forg,0.0844538
4025,for,forw,0.30394425
4026,for,forc,0.02828168
4027,for,form,0.33200236
4028,fore,foreh,0.00264654
4029,fore,fores,0.69933986
4030,fore,forev,0.29801361
4031,foreh,forehe,1.0
4032,forehe,forehea,1.0
4033,forehea,forehead,1.0
4034,forehead,foreheads,1.0
4035,foreheads,foreheads,1.0
4036,fores,forest,1.0
4037,forest,foresti,0.00010781
4038,forest,foreste,0.02359646
4039,forest,forests,0.97629573
4040,foresti,forestin,1.0
4041,forestin,foresting,1.0
4042,foresting,foresting,1.0
4043,foreste,forested,1.0
4044,forested,forested,1.0
4045,forests,forests,1.0
4046,forev,foreve,1.0
4047,foreve,forever,1.0
4048,forever,forever,1.0
4049,forg,forgo,0.26538716
4050,forg,forge,0.73461284
4051,forgo,forgot,1.0
4052,forgot,forgott,1.0
4053,forgott,forgotte,1.0
4054,forgotte,forgotten,1.0
4055,forgotten,forgotten,1.0
4056,forge,forget,1.0
4057,forget,forgets,1.0
4058,forgets,forgets,1.0
4059,forw,forwa,1.0
4060,forwa,forwar,1.0
4061,forwar,forward,1.0
4062,forward,forwarde,0.04376609
4063,forward,forwards,0.95623391
4064,forwarde,forwarded,1.0
4065,forwarded,forwarded,1.0
4066,forwards,forwards,1.0
4067,forc,forci,1.0
4068,forci,forcin,1.0
4069,forcin,forcing,1.0
4070,forcing,forcing,1.0
4071,form,formi,1.0
4072,formi,formin,1.0
4073,formin,forming,1.0
4074,forming,forming,1.0
4075,fol,foll,1.0
4076,foll,follo,1.0
4077,follo,follow,1.0
4078,follow,followe,0.22687225
4079,follow,follows,0.77312775
4080,followe,followed,1.0
4081,followed,followed,1.0
4082,follows,follows,1.0
4083,foo,foot,1.0
4084,foot,footi,1.0
4085,footi,footin,1.0
4086,footin,footing,1.0
4087,footing,footing,1.0
4088,fu,fur,0.54103479
4089,fu,fuc,0.03802577
4090,fu,fun,0.01321509
4091,fu,ful,0.0086805
4092,fu,fut,0.39904385
4093,fur,furt,1.0
4094,furt,furth,1.0
4095,furth,furthe,1.0
4096,furthe,furthes,0.00860882
4097,furthe,further,0.99139118
4098,furthes,furthest,1.0
4099,furthest,furthest,1.0
4100,further,further,1.0
4101,fuc,fuck,1.0
4102,fuck,fucki,1.0
4103,fucki,fuckin,1.0
4104,fuckin,fucking,1.0
4105,fucking,fuckings,1.0
4106,fuckings,fuckings,1.0
4107,fun,funn,1.0
4108,funn,funni,1.0
4109,funni,funnie,1.0
4110,funnie,funnies,0.90196078
4111,funnie,funnier,0.09803922
4112,funnies,funniest,1.0
4113,funniest,funniest,1.0
4114,funnier,funnier,1.0
4115,ful,full,1.0
4116,full,fulle,1.0
4117,fulle,fulles,1.0
4118,fulles,fullest,1.0
4119,fullest,fullest,1.0
4120,fut,futu,1.0
4121,futu,futur,1.0
4122,futur,future,1.0
4123,future,futures,1.0
4124,futures,futures,1.0
4125,fe,fee,0.95879021
4126,fe,fea,0.04120979
4127,fee,feed,0.00436922
4128,fee,feel,0.99563078
4129,feed,feedi,1.0
4130,feedi,feedin,1.0
4131,feedin,feeding,1.0
4132,feeding,feedings,1.0
4133,feedings,feedings,1.0
4134,feel,feeli,1.0
4135,feeli,feelin,1.0
4136,feelin,feeling,1.0
4137,feeling,feelings,1.0
4138,feelings,feelings,1.0
4139,fea,fear,1.0
4140,fear,feari,1.0
4141,feari,fearin,1.0
4142,fearin,fearing,1.0
4143,fearing,fearing,1.0
4144,fr,fre,0.06903435
4145,fr,fro,0.00634894
4146,fr,fri,0.92461671
4147,fre,free,0.20883534
4148,fre,fres,0.79116466
4149,free,freei,1.0
4150,freei,freein,1.0
4151,freein,freeing,1.0
4152,freeing,freeings,1.0
4153,freeings,freeings,1.0
4154,fres,fresh,1.0
4155,fresh,freshe,1.0
4156,freshe,freshes,0.54568528
4157,freshe,fresher,0.45431472
4158,freshes,freshest,1.0
4159,freshest,freshest,1.0
4160,fresher,fresher,1.0
4161,fro,fron,1.0
4162,fron,front,1.0
4163,front,fronti,0.38427948
4164,front,fronte,0.61572052
4165,fronti,frontin,1.0
4166,frontin,fronting,1.0
4167,fronting,fronting,1.0
4168,fronte,fronted,1.0
4169,fronted,fronted,1.0
4170,fri,frie,1.0
4171,frie,frien,1.0
4172,frien,friend,1.0
4173,friend,friends,1.0
4174,friends,friends,1.0
4175,o,or,5.058e-05
4176,o,of,0.44427269
4177,o,ou,0.00064333
4178,o,op,0.55503339
4179,or,ord,1.0
4180,ord,orde,1.0
4181,orde,order,1.0
4182,order,orderi,1.0
4183,orderi,orderin,1.0
4184,orderin,ordering,1.0
4185,ordering,orderings,1.0
4186,orderings,orderings,1.0
4187,of,off,1.0
4188,off,offi,0.62520763
4189,off,offe,0.37479237
4190,offi,offic,1.0
4191,offic,office,1.0
4192,office,officer,1.0
4193,officer,officere,0.00088558
4194,officer,officers,0.99911442
4195,officere,officered,1.0
4196,officered,officered,1.0
4197,officers,officers,1.0
4198,offe,offer,1.0
4199,offer,offeri,1.0
4200,offeri,offerin,1.0
4201,offerin,offering,1.0
4202,offering,offerings,1.0
4203,offerings,offerings,1.0
4204,ou,out,1.0
4205,out,outs,1.0
4206,outs,outsi,1.0
4207,outsi,outsid,1.0
4208,outsid,outside,1.0
4209,outside,outsides,1.0
4210,outsides,outsides,1.0
4211,op,ope,1.0
4212,ope,open,1.0
4213,open,openi,1.0
4214,openi,openin,1.0
4215,openin,opening,1.0
4216,opening,openings,1.0
4217,openings,openings,1.0
4218,n,ne,0.15840241
4219,n,na,0.11971198
4220,n,nu,0.10094991
4221,n,no,0.62093569
4222,ne,nei,0.99997453
4223,ne,nec,2.547e-05
4224,nei,neig,1.0
4225,neig,neigh,1.0
4226,neigh,neighb,1.0
4227,neighb,neighbo,1.0
4228,neighbo,neighbor,1.0
4229,neighbor,neighbors,1.0
4230,neighbors,neighbors,1.0
4231,nec,neck,1.0
4232,neck,necki,1.0
4233,necki,neckin,1.0
4234,neckin,necking,1.0
4235,necking,neckings,1.0
4236,neckings,neckings,1.0
4237,na,nar,1.0
4238,nar,narr,1.0
4239,narr,narro,1.0
4240,narro,narrow,1.0
4241,narrow,narrowi,0.25658807
4242,narrow,narrowe,0.74341193
4243,narrowi,narrowin,1.0
4244,narrowin,narrowing,1.0
4245,narrowing,narrowing,1.0
4246,narrowe,narrowes,0.27425373
4247,narrowe,narrowed,0.40485075
4248,narrowe,narrower,0.32089552
4249,narrowes,narrowest,1.0
4250,narrowest,narrowest,1.0
4251,narrowed,narrowed,1.0
4252,narrower,narrower,1.0
4253,nu,num,1.0
4254,num,numb,1.0
4255,numb,numbe,1.0
4256,numbe,number,1.0
4257,number,numbere,1.0
4258,numbere,numbered,1.0
4259,numbered,numbered,1.0
4260,no,not,0.99900528
4261,no,nob,0.00099472
4262,not,noti,0.04712058
4263,not,noth,0.95287942
4264,noti,notic,1.0
4265,notic,notice,0.00025334
4266,notic,notici,0.99974666
4267,notice,noticer,1.0
4268,noticer,noticers,1.0
4269,noticers,noticers,1.0
4270,notici,noticin,1.0
4271,noticin,noticing,1.0
4272,noticing,noticing,1.0
4273,noth,nothi,1.0
4274,nothi,nothin,1.0
4275,nothin,nothing,1.0
4276,nothing,nothings,1.0
4277,nothings,nothings,1.0
4278,nob,nobo,1.0
4279,nobo,nobod,1.0
4280,nobod,nobodi,1.0
4281,nobodi,nobodie,1.0
4282,nobodie,nobodies,1.0
4283,nobodies,nobodies,1.0
4284,m,mo,0.1001551
4285,m,mi,0.00696558
4286,m,me,0.60555359
4287,m,ma,0.28732573
4288,mo,mou,0.29884078
4289,mo,mot,0.00352326
4290,mo,mor,0.69763596
4291,mou,moun,0.99282216
4292,mou,mout,0.00717784
4293,moun,mount,1.0
4294,mount,mounta,1.0
4295,mounta,mountai,1.0
4296,mountai,mountain,1.0
4297,mountain,mountains,1.0
4298,mountains,mountains,1.0
4299,mout,mouth,1.0
4300,mouth,mouthi,1.0
4301,mouthi,mouthin,1.0
4302,mouthin,mouthing,1.0
4303,mouthing,mouthing,1.0
4304,mot,moth,1.0
4305,moth,mothe,1.0
4306,mothe,mother,1.0
4307,mother,motheri,0.94452347
4308,mother,mothere,0.05547653
4309,motheri,motherin,1.0
4310,motherin,mothering,1.0
4311,mothering,mothering,1.0
4312,mothere,mothered,1.0
4313,mothered,mothered,1.0
4314,mor,morn,1.0
4315,morn,morni,1.0
4316,morni,mornin,1.0
4317,mornin,morning,1.0
4318,morning,mornings,1.0
4319,mornings,mornings,1.0
4320,mi,mir,0.99733659
4321,mi,mid,0.00266341
4322,mir,mirr,1.0
4323,mirr,mirro,1.0
4324,mirro,mirror,1.0
4325,mirror,mirrori,0.33815029
4326,mirror,mirrore,0.66184971
4327,mirrori,mirrorin,1.0
4328,mirrorin,mirroring,1.0
4329,mirroring,mirroring,1.0
4330,mirrore,mirrored,1.0
4331,mirrored,mirrored,1.0
4332,mid,midd,1.0
4333,midd,middl,1.0
4334,middl,middli,1.0
4335,middli,middlin,1.0
4336,middlin,middling,1.0
4337,middling,middlings,1.0
4338,middlings,middlings,1.0
4339,me,mes,0.20971223
4340,me,men,0.23408566
4341,me,mem,0.01939662
4342,me,mee,0.09449633
4343,me,mea,0.44230916
4344,mes,mess,1.0
4345,mess,messa,1.0
4346,messa,messag,1.0
4347,messag,messagi,0.06008
4348,messag,message,0.93992
4349,messagi,messagin,1.0
4350,messagin,messaging,1.0
4351,messaging,messaging,1.0
4352,message,messaged,0.00418846
4353,message,messages,0.99581154
4354,messaged,messaged,1.0
4355,messages,messages,1.0
4356,men,ment,1.0
4357,ment,menti,1.0
4358,menti,mentio,1.0
4359,mentio,mention,1.0
4360,mention,mentione,0.50424929
4361,mention,mentions,0.49575071
4362,mentione,mentioned,1.0
4363,mentioned,mentioned,1.0
4364,mentions,mentions,1.0
4365,mem,memo,1.0
4366,memo,memor,1.0
4367,memor,memori,1.0
4368,memori,memorie,1.0
4369,memorie,memories,1.0
4370,memories,memories,1.0
4371,mee,meet,1.0
4372,meet,meeti,1.0
4373,meeti,meetin,1.0
4374,meetin,meeting,1.0
4375,meeting,meetings,1.0
4376,meetings,meetings,1.0
4377,mea,mean,1.0
4378,mean,meani,1.0
4379,meani,meanin,1.0
4380,meanin,meaning,1.0
4381,meaning,meanings,1.0
4382,meanings,meanings,1.0
4383,ma,mat,0.0039356
4384,ma,mar,0.19669482
4385,ma,mac,0.26619098
4386,ma,man,0.53317859
4387,mat,matt,1.0
4388,matt,matte,1.0
4389,matte,matter,1.0
4390,matter,matteri,0.04651989
4391,matter,mattere,0.95348011
4392,matteri,matterin,1.0
4393,matterin,mattering,1.0
4394,mattering,mattering,1.0
4395,mattere,mattered,1.0
4396,mattered,mattered,1.0
4397,mar,marr,0.70193074
4398,mar,mark,0.29806926
4399,marr,marri,0.57738252
4400,marr,marry,0.42261748
4401,marri,marria,0.99931451
4402,marri,marrie,0.00068549
4403,marria,marriag,1.0
4404,marriag,marriage,1.0
4405,marriage,marriages,1.0
4406,marriages,marriages,1.0
4407,marrie,married,1.0
4408,married,marrieds,1.0
4409,marrieds,marrieds,1.0
4410,marry,marryi,1.0
4411,marryi,marryin,1.0
4412,marryin,marrying,1.0
4413,marrying,marrying,1.0
4414,mark,marki,1.0
4415,marki,markin,1.0
4416,markin,marking,1.0
4417,marking,markings,1.0
4418,markings,markings,1.0
4419,mac,mach,1.0
4420,mach,machi,1.0
4421,machi,machin,1.0
4422,machin,machini,0.02580527
4423,machin,machine,0.97419473
4424,machini,machinin,1.0
4425,machinin,machining,1.0
4426,machining,machining,1.0
4427,machine,machined,0.03530046
4428,machine,machines,0.96469954
4429,machined,machined,1.0
4430,machines,machines,1.0
4431,man,mana,1.0
4432,mana,manag,1.0
4433,manag,managi,1.0
4434,managi,managin,1.0
4435,managin,managing,1.0
4436,managing,managing,1.0
4437,h,hi,0.01236626
4438,h,ho,0.29304087
4439,h,hu,0.16601025
4440,h,ha,0.39417555
4441,h,he,0.13440707
4442,hi,his,1.0
4443,his,hist,1.0
4444,hist,histo,1.0
4445,histo,histor,1.0
4446,histor,histori,1.0
4447,histori,historie,1.0
4448,historie,histories,1.0
4449,histories,histories,1.0
4450,ho,hos,0.30739777
4451,ho,hol,0.68894851
4452,ho,hou,0.00365372
4453,hos,hosp,1.0
4454,hosp,hospi,1.0
4455,hospi,hospit,1.0
4456,hospit,hospita,1.0
4457,hospita,hospital,1.0
4458,hospital,hospitals,1.0
4459,hospitals,hospitals,1.0
4460,hol,hold,1.0
4461,hold,holdi,1.0
4462,holdi,holdin,1.0
4463,holdin,holding,1.0
4464,holding,holdings,1.0
4465,holdings,holdings,1.0
4466,hou,hous,1.0
4467,hous,housi,1.0
4468,housi,housin,1.0
4469,housin,housing,1.0
4470,housing,housings,1.0
4471,housings,housings,1.0
4472,hu,hus,0.45000456
4473,hu,hun,0.49025989
4474,hu,hur,0.05973555
4475,hus,husb,1.0
4476,husb,husba,1.0
4477,husba,husban,1.0
4478,husban,husband,1.0
4479,husband,husbande,0.00045112
4480,husband,husbands,0.99954888
4481,husbande,husbanded,1.0
4482,husbanded,husbanded,1.0
4483,husbands,husbands,1.0
4484,hun,hund,1.0
4485,hund,hundr,1.0
4486,hundr,hundre,1.0
4487,hundre,hundred,1.0
4488,hundred,hundreds,1.0
4489,hundreds,hundreds,1.0
4490,hur,hurr,1.0
4491,hurr,hurry,1.0
4492,hurry,hurryi,1.0
4493,hurryi,hurryin,1.0
4494,hurryin,hurrying,1.0
4495,hurrying,hurrying,1.0
4496,ha,hal,0.02435626
4497,ha,han,0.0041997
4498,ha,hap,0.97144404
4499,hal,hall,1.0
4500,hall,hallw,1.0
4501,hallw,hallwa,1.0
4502,hallwa,hallway,1.0
4503,hallway,hallways,1.0
4504,hallways,hallways,1.0
4505,han,hang,1.0
4506,hang,hangi,1.0
4507,hangi,hangin,1.0
4508,hangin,hanging,1.0
4509,hanging,hangings,1.0
4510,hangings,hangings,1.0
4511,hap,happ,1.0
4512,happ,happe,0.97090384
4513,happ,happi,0.02909616
4514,happe,happen,1.0
4515,happen,happene,1.0
4516,happene,happened,1.0
4517,happened,happened,1.0
4518,happi,happie,1.0
4519,happie,happies,1.0
4520,happies,happiest,1.0
4521,happiest,happiest,1.0
4522,he,hea,0.99866253
4523,he,hel,0.00133747
4524,hea,head,0.50332592
4525,hea,hear,0.37970201
4526,hea,heat,0.00011803
4527,hea,heav,0.11685403
4528,head,headi,1.0
4529,headi,headin,1.0
4530,headin,heading,1.0
4531,heading,headings,1.0
4532,headings,headings,1.0
4533,hear,heari,1.0
4534,heari,hearin,1.0
4535,hearin,hearing,1.0
4536,hearing,hearings,1.0
4537,hearings,hearings,1.0
4538,heat,heati,1.0
4539,heati,heatin,1.0
4540,heatin,heating,1.0
4541,heating,heatings,1.0
4542,heatings,heatings,1.0
4543,heav,heavi,1.0
4544,heavi,heavie,1.0
4545,heavie,heavies,1.0
4546,heavies,heaviest,1.0
4547,heaviest,heaviest,1.0
4548,hel,help,1.0
4549,help,helpi,1.0
4550,helpi,helpin,1.0
4551,helpin,helping,1.0
4552,helping,helpings,1.0
4553,helpings,helpings,1.0
4554,l,li,0.31926579
4555,l,la,0.44885031
4556,l,lu,0.00229688
4557,l,lo,0.03709298
4558,l,le,0.19249404
4559,li,lis,0.86877334
4560,li,lig,0.12667334
4561,li,lit,0.00455332
4562,lis,list,1.0
4563,list,liste,1.0
4564,liste,listen,1.0
4565,listen,listeni,0.40880503
4566,listen,listene,0.59119497
4567,listeni,listenin,1.0
4568,listenin,listening,1.0
4569,listening,listening,1.0
4570,listene,listened,1.0
4571,listened,listened,1.0
4572,lig,ligh,1.0
4573,ligh,light,1.0
4574,light,lighti,0.02803738
4575,light,lighte,0.97196262
4576,lighti,lightin,1.0
4577,lightin,lighting,1.0
4578,lighting,lightings,1.0
4579,lightings,lightings,1.0
4580,lighte,lightes,0.17899408
4581,lighte,lighter,0.82100592
4582,lightes,lightest,1.0
4583,lightest,lightest,1.0
4584,lighter,lighters,1.0
4585,lighters,lighters,1.0
4586,lit,litt,1.0
4587,litt,littl,1.0
4588,littl,little,1.0
4589,little,littles,1.0
4590,littles,littlest,1.0
4591,littlest,littlest,1.0
4592,la,lan,0.95038217
4593,la,lau,0.04961783
4594,lan,lang,0.87377317
4595,lan,land,0.12622683
4596,lang,langu,1.0
4597,langu,langua,1.0
4598,langua,languag,1.0
4599,languag,language,1.0
4600,language,languages,1.0
4601,languages,languages,1.0
4602,land,landi,1.0
4603,landi,landin,1.0
4604,landin,landing,1.0
4605,landing,landings,1.0
4606,landings,landings,1.0
4607,lau,laug,1.0
4608,laug,laugh,1.0
4609,laugh,laughi,1.0
4610,laughi,laughin,1.0
4611,laughin,laughing,1.0
4612,laughing,laughing,1.0
4613,lu,lun,0.18987342
4614,lu,luc,0.81012658
4615,lun,lunc,1.0
4616,lunc,lunch,1.0
4617,lunch,lunchi,1.0
4618,lunchi,lunchin,1.0
4619,lunchin,lunching,1.0
4620,lunching,lunching,1.0
4621,luc,luck,1.0
4622,luck,lucki,1.0
4623,lucki,luckie,1.0
4624,luckie,luckies,1.0
4625,luckies,luckiest,1.0
4626,luckiest,luckiest,1.0
4627,lo,low,0.99075401
4628,lo,lon,0.00884154
4629,lo,loc,0.00040445
4630,low,lowe,1.0
4631,lowe,lower,1.0
4632,lower,loweri,1.0
4633,loweri,lowerin,1.0
4634,lowerin,lowering,1.0
4635,lowering,lowering,1.0
4636,lon,long,1.0
4637,long,longi,1.0
4638,longi,longin,1.0
4639,longin,longing,1.0
4640,longing,longings,1.0
4641,longings,longings,1.0
4642,loc,lock,1.0
4643,lock,locki,1.0
4644,locki,lockin,1.0
4645,lockin,locking,1.0
4646,locking,lockings,1.0
4647,lockings,lockings,1.0
4648,le,let,0.014953
4649,le,lea,0.985047
4650,let,lett,1.0
4651,lett,lette,0.44040404
4652,lett,letti,0.55959596
4653,lette,letter,1.0
4654,letter,lettere,1.0
4655,lettere,lettered,1.0
4656,lettered,lettered,1.0
4657,letti,lettin,1.0
4658,lettin,letting,1.0
4659,letting,lettings,1.0
4660,lettings,lettings,1.0
4661,lea,lear,0.99973259
4662,lea,lead,0.00026741
4663,lear,learn,1.0
4664,learn,learni,1.0
4665,learni,learnin,1.0
4666,learnin,learning,1.0
4667,learning,learning,1.0
4668,lead,leadi,1.0
4669,leadi,leadin,1.0
4670,leadin,leading,1.0
4671,leading,leadings,1.0
4672,leadings,leadings,1.0
4673,k,kn,0.00019468
4674,k,ki,0.99971254
4675,k,ke,9.278e-05
4676,kn,kno,1.0
4677,kno,knoc,0.31894934
4678,kno,know,0.68105066
4679,knoc,knock,1.0
4680,knock,knocki,1.0
4681,knocki,knockin,1.0
4682,knockin,knocking,1.0
4683,knocking,knockings,1.0
4684,knockings,knockings,1.0
4685,know,knowi,1.0
4686,knowi,knowin,1.0
4687,knowin,knowing,1.0
4688,knowing,knowings,1.0
4689,knowings,knowings,1.0
4690,ki,kit,0.52246986
4691,ki,kis,0.42016807
4692,ki,kil,0.05736208
4693,kit,kitc,1.0
4694,kitc,kitch,1.0
4695,kitch,kitche,1.0
4696,kitche,kitchen,1.0
4697,kitchen,kitchens,1.0
4698,kitchens,kitchens,1.0
4699,kis,kiss,1.0
4700,kiss,kissi,1.0
4701,kissi,kissin,1.0
4702,kissin,kissing,1.0
4703,kissing,kissings,1.0
4704,kissings,kissings,1.0
4705,kil,kill,1.0
4706,kill,killi,1.0
4707,killi,killin,1.0
4708,killin,killing,1.0
4709,killing,killings,1.0
4710,killings,killings,1.0
4711,ke,kee,1.0
4712,kee,keep,1.0
4713,keep,keepi,1.0
4714,keepi,keepin,1.0
4715,keepin,keeping,1.0
4716,keeping,keepings,1.0
4717,keepings,keepings,1.0
4718,v,vi,0.98740655
4719,v,vo,0.01259345
4720,vi,vis,0.90091217
4721,vi,vil,0.09815629
4722,vi,vie,0.00093155
4723,vis,visi,1.0
4724,visi,visit,1.0
4725,visit,visito,0.17487856
4726,visit,visiti,0.15058987
4727,visit,visite,0.67453158
4728,visito,visitor,1.0
4729,visitor,visitors,1.0
4730,visitors,visitors,1.0
4731,visiti,visitin,1.0
4732,visitin,visiting,1.0
4733,visiting,visiting,1.0
4734,visite,visited,1.0
4735,visited,visited,1.0
4736,vil,vill,1.0
4737,vill,villa,1.0
4738,villa,villag,1.0
4739,villag,village,1.0
4740,village,villages,1.0
4741,villages,villages,1.0
4742,vie,view,1.0
4743,view,viewi,1.0
4744,viewi,viewin,1.0
4745,viewin,viewing,1.0
4746,viewing,viewings,1.0
4747,viewings,viewings,1.0
4748,vo,voi,1.0
4749,voi,voic,1.0
4750,voic,voici,1.0
4751,voici,voicin,1.0
4752,voicin,voicing,1.0
4753,voicing,voicing,1.0
4754,j,ja,1.0
4755,ja,jac,1.0
4756,jac,jack,1.0
4757,jack,jacke,1.0
4758,jacke,jacket,1.0
4759,jacket,jackete,1.0
4760,jackete,jacketed,1.0
4761,jacketed,jacketed,1.0
